2026-07-29 14:04:23,321 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/persistence.py", line 94, in save_obj
    _emit_insert_statements(
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/orm/persistence.py", line 1234, in _emit_insert_statements
    result = connection.execute(
             ^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1421, in execute
    return meth(
           ^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/sql/elements.py", line 526, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1643, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1848, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1988, in _exec_single_context
    self._handle_dbapi_exception(
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 2365, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
    self.dialect.do_execute(
  File "/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
sqlalchemy.exc.IntegrityError: (psycopg2.errors.UniqueViolation) duplicate key value violates unique constraint "users_username_key"
DETAIL:  Key (username)=(test) already exists.

[SQL: INSERT INTO users (username, email, password_hash, mfa_enabled, role, verification_code, code_expires_at, created_at) VALUES (%(username)s, %(email)s, %(password_hash)s, %(mfa_enabled)s, %(role)s, %(verification_code)s, %(code_expires_at)s, %(created_at)s) RETURNING users.id]
[parameters: {'username': 'test', 'email': 'test@gmail.com', 'password_hash': '$2b$12$RWKBF.1RKbYv7./kCSSBqOjY7CsOTLN5255Z0XErdG0WIAkyaUsem', 'mfa_enabled': False, 'role': 'U', 'verification_code': None, 'code_expires_at': None, 'created_at': datetime.datetime(2026, 7, 31, 19, 51, 56, 457411)}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2026-07-31 19:53:31,750 | INFO | 192.168.20.1 | POST /register/confirm-mfa | MFA setup confirmed for user_id=11
2026-07-31 19:53:31,750 | INFO | 192.168.20.1 | POST /register/confirm-mfa | MFA setup confirmed for user_id=11
2026-07-31 19:54:33,052 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,052 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,066 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,078 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,081 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,092 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,109 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,123 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,143 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,149 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,161 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,175 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,190 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:33,207 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 19:54:34,350 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,398 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,434 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,510 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,515 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,538 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,550 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,573 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,588 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,615 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,625 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,638 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,650 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:54:34,661 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 19:55:44,270 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 19:55:44,276 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=test
2026-07-31 19:55:44,278 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to test@gmail.com
2026-07-31 20:02:57,893 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=test.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 20:02:57,899 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=test
2026-07-31 20:02:57,902 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to test@gmail.com
2026-07-31 20:10:19,953 | INFO | 192.168.20.1 | GET /api/ | 404 hit: /api/ from 192.168.20.1
2026-07-31 20:12:39,703 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 20:12:39,912 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 20:12:43,428 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 20:12:43,637 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 20:12:45,575 | INFO | 192.168.20.1 | POST /api/login | Login endpoint hit
2026-07-31 20:12:45,783 | WARNING | 192.168.20.1 | POST /api/login | Login failed for test@gmail.com from 192.168.20.1
2026-07-31 20:13:06,800 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 20:13:06,805 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=test
2026-07-31 20:13:06,807 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to test@gmail.com
2026-07-31 20:13:33,806 | INFO | 192.168.20.1 | GET /api/ | 404 hit: /api/ from 192.168.20.1
2026-07-31 20:14:03,297 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=test.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 20:14:03,303 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=test
2026-07-31 20:14:03,305 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to test@gmail.com
2026-07-31 20:18:28,419 | INFO | 192.168.20.1 | POST /api/ | 404 hit: /api/ from 192.168.20.1
2026-07-31 20:19:04,359 | WARNING | 192.168.20.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=192.168.20.12:4325 | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=192.168.20.1 | path=/reset-password
2026-07-31 20:19:04,363 | INFO | 192.168.20.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | user=test
2026-07-31 20:19:04,365 | INFO | 192.168.20.1 | POST /api/reset-password | Reset email sent to test@gmail.com
2026-07-31 20:19:42,042 | INFO | 192.168.20.1 | POST /api/ | 404 hit: /api/ from 192.168.20.1
2026-07-31 20:28:05,139 | INFO | 192.168.20.1 | GET /api/v1/message/13tPTW15qPxbHFdnzRQpgsbmnFTpQnFoIjn1M4e2kWk | 404 hit: /api/v1/message/13tPTW15qPxbHFdnzRQpgsbmnFTpQnFoIjn1M4e2kWk from 192.168.20.1
2026-07-31 20:28:10,560 | INFO | 192.168.20.1 | GET /api/v1/message | 404 hit: /api/v1/message from 192.168.20.1
2026-07-31 20:28:33,605 | INFO | 192.168.20.1 | GET /api/v1/messages | 404 hit: /api/v1/messages from 192.168.20.1
2026-07-31 20:40:50,165 | WARNING | 172.18.0.1 | GET /api/debug | Debug endpoint accessed by 172.18.0.1
2026-07-31 20:40:50,195 | WARNING | 172.18.0.1 | POST /api/reset-password | HOST_HEADER_ANOMALY | incoming_host=evil-attacker.com | flag=DRIFTLOCK{h0st_h34d3r_1nj3ct10n} | expected_host=localhost:4325 | ip=172.18.0.1 | path=/reset-password
2026-07-31 20:40:50,196 | INFO | 172.18.0.1 | POST /api/reset-password | PASSWORD_RESET_REQUESTED | email=<real-user>@driftlock.com | no_matching_account
